𒑱	�
qimku	a
qin	a
qip	a
qiq	a
qir	a
qir₃	a
qir₆	a
qir₇	a
qiri	a
qirₓ	a
qis	a
qiš	a
qišat	a
qišatₓ	a
qit	a
qit₂	a
qit₃	a
qu	a
qû	a
qu₂	a
qu₃	a
qu₅	a
qu₆	a
qub	a
qud	a
qudma	a
qudmaₓ	a
qudmu	a
qul	a
qul₂	a
qum	a
qum₂	a
qum₃	a
qumₓ	a
qun	a
qup	a
qur	a
qur₂	a
qur₄	a
qur₈	a
qur₉	a
quru	a
qurₓ	a
qut	a
qutra	a
qutraₓ	a
qutu	a
ra	a
RA	A
ra₂	a
ra₃	a
ra₄	a
ra₆	a
rab	a
RAB	A
rab₂	a
rab₃	a
raba	a
|RAB.GAL|	|A.A|
|RAB.GAN|	|A.A|
|RAB.HI×BAD|	|A.A|
rābiṣu	a
rabita	a
|RAB.MAH|	|A.A|
|RAB.TUR.TUR|	|A.A.A|
rad	a
rad₂	a
rag	a
ragab₃	a
ragabₓ	a
rah	a
rah₂	a
rahₓ	a
rak	a
rak₀	a
ram	a
ram₀	a
ram₂	a
rama	a
raman	a
ramanu	a
rammanu	a
ramₓ	a
rap	a
rap₂	a
rapiku	a
rapikum	a
rapiqu	a
rapiqu₂	a
raq	a
|RA.RA|	|A.A|
ras	a
raš	a
raš₂	a
rašu	a
rašₓ	a
rat	a
raṭ	a
rata	a
raₓ	a
razu	a
re	a
re₂	a
re₃	a
re₆	a
re₇	a
re₈	a
reb	a
red	a
reg	a
rek	a
rem	a
rem₂	a
reme	a
reme₂	a
rep	a
req	a
res	a
reš	a
rēšu	a
ret	a
reₓ	a
reʾe	a
reʾi	a
reʾu	a
ri	a
RI	A
ri₂	a
ri₃	a
ri₄	a
ri₅	a
ri₆	a
ri₇	a
ri₈	a
ri₉	a
rib	a
ribₓ	a
rid	a
rig	a
rig₁₀	a
rig₁₁	a
rig₁₂	a
rig₂	a
rig₃	a
rig₅	a
rig₇	a
rig₈	a
rig₉	a
rige₁₂	a
rigₓ	a
rih	a
rik	a
rik₂	a
rik₄	a
rim	a
rim₂	a
rim₃	a
rim₄	a
rim₅	a
rimu₂	a
rimₓ	a
rin	a
rin₂	a
rin₃	a
rin₄	a
rin₅	a
rin₆	a
rina₂	a
rinₓ	a
rip	a
riq	a
riq₂	a
ririg	a
ris	a
riš	a
rit	a
riṭ	a
rit₂	a
riₓ	a
RN	A
ru	a
RU	A
ru₁₀	a
ru₁₁	a
ru₁₂	a
ru₁₃	a
ru₁₄	a
ru₂	a
ru₃	a
ru₄	a
ru₅	a
ru₆	a
ru₇	a
ru₈	a
ru₉	a
rub	a
rud	a
rug	a
rug₂	a
ruh	a
ruh₂	a
ruk	a
|RU×KUR|	|A|
rum	a
rum₂	a
rumₓ	a
|RU.NE|	|A.A|
ruq	a
ruqu	a
rušban	a
rušpan	a
ruṭ	a
ruₓ	a
sa	a
SA	A
śa	a
ša	a
ŠA	A
ṣa	a
sa₁₀	a
ša₁₀	a
sa₁₁	a
ša₁₁	a
sa₁₂	a
ša₁₂	a
sa₁₃	a
ša₁₃	a
sa₁₄	a
sa₁₆	a
ša₁₆	a
sa₁₇	a
ša₁₇	a
sa₁₈	a
ša₁₈	a
sa₁₉	a
sa₂	a
śa₂	a
ša₂	a
sa₂₀	a
sa₂₁	a
ša₂₁	a
ša₂₂	a
ša₂₃	a
ša₂₄	a
ša₂₆	a
sa₃	a
ša₃	a
ŠA₃	A
ṣa₃	a
|ŠA₃.A|	|A.A|
|ŠA₃×A|	|A|
|ŠA₃×BAD|	|A|
|ŠA₃.DIŠ|	|A.A|
|ŠA₃.GI|	|A.A|
|ŠA₃×GIŠ|	|A|
|ŠA₃.GIŠ.SAR|	|A.A.A|
|ŠA₃.LAGAB|	|A.A|
|ŠA₃.MIN.DI|	|A.A.A|
|ŠA₃.MIN.KASKAL|	|A.A.A|
|ŠA₃.MIN.TAR|	|A.A.A|
|ŠA₃×NE|	|A|
|ŠA₃×SAL|	|A|
|ŠA₃.SAR|	|A.A|
|ŠA₃×ŠU₂|	|A|
|ŠA₃.TAR|	|A.A|
|ŠA₃×TAR|	|A|
|ŠA₃.TUR|	|A.A|
|ŠA₃×TUR|	|A|
|ŠA₃×U|	|A|
|ŠA₃×(U.A)|	|A(A.A)|
|ŠA₃.U.U|	|A.A.A|
|ŠA₃×X|	|A|
sa₄	a
ša₄	a
sa₅	a
ša₅	a
sa₆	a
ša₆	a
ŠA₆	A
ŠA₆@t	A@a
|ŠA₆.TUR|	|A.A|
sa₇	a
sa₈	a
ša₈	a
sa₉	a
ša₉	a
|ŠA×AN|	|A|
sab	a
šab	a
ṣab	a
šab₀	a
šab₂	a
šab₄	a
šab₅	a
šab₆	a
ŠAB₆	A
saba	a
šaba	a
sabad	a
sabad₂	a
sabad₃	a
šabalbal	a
sabar	a
sabar₂	a
šabra	a
šabra₂	a
sabu	a
šabu	a
ṣābu	a
šabuₓ	a
sad	a
šad	a
sad₂	a
sad₃	a
sad₄	a
šada	a
šadi	a
sadu	a
šadu	a
sadₓ	a
sag	a
SAG	A
šag	a
sag₁₀	a
sag₁₁	a
sag₁₂	a
sag₁₃	a
sag₂	a
sag₃	a
šag₃	a
sag₄	a
šag₄	a
sag₅	a
šag₅	a
sag₇	a
sag₈	a
sag₉	a
|SAG×A|	|A|
šaga	a
saga₁₀	a
saga₁₁	a
šaga₂	a
saga₇	a
|SAG.AN|	|A.A|
šagan	a
šagan₂	a
šagana	a
šaganₓ	a
šagar	a
sagaₓ	a
šagaₓ	a
sagbar	a
sagdu	a
|SAG.DU|	|A.A|
|SAG×DU|	|A|
|SAG×DU₃|	|A|
|SAG×DUB|	|A|
sagdudu	a
sagduduₓ	a
sagdul	a
|SAG.DUN₃|	|A.A|
|SAG×EN|	|A|
|SAG.EZEN|	|A.A|
SAG@g	A@a
sagga	a
sagga₂	a
sagga₃	a
sagga₄	a
sagga₅	a
sagga₆	a
|SAG×GAN₂@t|	|A@a|
šagganₓ	a
saggar	a
saggar₂	a
|SAG@g×HA|	|A@aA|
šaggin	a
šaggina	a
šagginₓ	a
|SAG@g×MIN|	|A@aA|
|SAG×HA|	|A|
sagi	a
šagia	a
sagiaₓ	a
šagiaₓ	a
|SAG×IG|	|A|
šagina	a
sagiₓ	a
|SAG×KAK|	|A|
|SAG×KAK.GABA|	|A.A|
|SAG.KEŠ₂|	|A.A|
|SAG×KU|	|A|
|SAG×KUR|	|A|
sagkurun	a
|SAG.LAL.SAL|	|A.A.A|
|SAG×LAM|	|A|
|SAG×LUM|	|A|
sagman	a
sagmaš	a
|SAG×MAŠ|	|A|
|SAG×MI|	|A|
sagmin	a
|SAG×MIN|	|A|
sagminₓ	a
sagmunzer	a
sagmunzir	a
SAG@n	A@a
SAG@n@g	A@a@a
|SAG.NI|	|A.A|
|SAG×NI|	|A|
|SAG×NUN|	|A|
|SAG.PA.LAGAB|	|A.A.A|
|SAG&SAG|	|A&A|
|SAG.SAL|	|A.A|
|SAG×SAL|	|A|
|SAG×SAR|	|A|
|SAG×ŠID|	|A|
sagšu	a
sagtag	a
sagtag₃	a
sagtak	a
sagtak₃	a
|SAG×TAK₄|	|A|
|SAG×TAK₄@f|	|A@a|
sagtušₓ	a
|SAG.U|	|A.A|
|SAG×U|	|A|
|SAG×U₂|	|A|
|SAG×UB|	|A|
|SAG×UM|	|A|
|SAG×UR|	|A|
sagus	a
saguš	a
|SAG×UŠ|	|A|
sagₓ	a
|SAG×X|	|A|
šagₓ	a
sah	a
šah	a
ṣah	a
šah₂	a
ṣah₂	a
šah₃	a
sah₄	a
sah₆	a
sah₇	a
saha	a
šaha	a
šaha₂	a
saha₆	a
saha₇	a
sahab	a
šahab	a
sahab₂	a
šahab₂	a
sahabₓ	a
šahan	a
šahan₃	a
sahar	a
sahar₂	a
sahardub	a
|SA.HI×ŠE.KAK|	|A.A.A|
sahₓ	a
sak	a
šak	a
ṣak	a
sak₃	a
sak₆	a
šak₇	a
saka	a
šakaka	a
šakan	a
šakan₂	a
šakan₃	a
šakan₄	a
šakan₅	a
šakan₆	a
šakanka	a
šakanₓ	a
sakar	a
šakar	a
sakarₓ	a
šakir	a
šakir₃	a
šakira	a
šakira₂	a
šakira₃	a
šakiraₓ	a
šakiri	a
šakirₓ	a
sakkan	a
šakkan	a
sakkan₂	a
šakkan₂	a
šakkan₆	a
šakkan₇	a
šakkana	a
šakkanₓ	a
šakₓ	a
sal	a
SAL	A
šal	a
ṣal	a
|SAL×1(N58)|	|A1(A1)|
sal₂	a
šal₂	a
sal₃	a
šal₃	a
sal₄	a
sala	a
sala₄	a
salagud	a
salah	a
|SAL.AL|	|A.A|
ṣalam	a
šalam₂	a
šalambi	a
šalambiₓ	a
salamₓ	a
|SAL.ANŠE|	|A.A|
|SAL.ARAD.DAM|	|A.A.A|
šalaš	a
|SAL.AŠ₂|	|A.A|
|SAL.AŠ₂.GAR₃|	|A.A.A|
|SAL.BAR|	|A.A|
|SAL.DI.UŠ|	|A.A.A|
|SAL.EN|	|A.A|
|SAL.EŠ₂|	|A.A|
|SAL.GA₂×PA|	|A.A|
|SAL.GIŠ|	|A.A|
salgud	a
|SAL.HUB|	|A.A|
|SAL.HUB₂|	|A.A|
|SAL.HUB₂.DU|	|A.A.A|
|SAL.HU.BA|	|A.A.A|
salim	a
|SAL.KAB|	|A.A|
|SAL.KU|	|A.A|
|SAL.KUR|	|A.A|
|SAL×KUR|	|A|
|SAL.KUŠU₂|	|A.A|
|SAL.LA|	|A.A|
|SAL.LAGAB|	|A.A|
|SAL.LAGAB×(GUD&GUD)|	|A.A(A&A)|
šallam	a
šallam₂	a
šallur	a
|SAL.MA|	|A.A|
|SAL.ME|	|A.A|
|SAL.ME.HUB₂|	|A.A.A|
ṣalmu	a
|SAL.NUNUZ.ZI.AN.ŠEŠ.KI|	|A.A.A.A.A.A|
|SAL.SIK₂|	|A.A|
|SAL.TAB.KUN|	|A.A.A|
|SAL.TAK₄|	|A.A|
|SAL.TUG₂|	|A.A|
|SAL.TUG₂.IN.DUB|	|A.A.A.A|
|SAL.TUG₂.KU₃.GI|	|A.A.A.A|
|SAL.TUG₂.ME.DAG.X|	|A.A.A.A.A|
|SAL.TUG₂.PAP.E.IGI@g.NUN.ME.EZEN×KASKAL|	|A.A.A.A.A@a.A.A.A|
|SAL.TUG₂.PAP.IGI@g.NUN.EZEN×KASKAL|	|A.A.A.A@a.A.A|
|SAL.TUG₂.PAP.IGI@g.NUN.ME.EZEN×KASKAL|	|A.A.A.A@a.A.A.A|
|SAL.TUK|	|A.A|
|SAL.TUK.DU|	|A.A.A|
salubug₂	a
|SAL.UD|	|A.A|
|SAL.UD.EDIN|	|A.A.A|
|SAL.U.DIŠ|	|A.A.A|
salugub	a
salugub₂	a
|SAL.UR|	|A.A|
|SAL.UŠ|	|A.A|
|SAL.UŠ.DAM|	|A.A.A|
|SAL.UŠ.DI|	|A.A.A|
|SAL.UŠ.DI.E₂|	|A.A.A.A|
|SAL.UŠ.DI.KID|	|A.A.A.A|
|SAL.UŠ.KI|	|A.A.A|
|SAL.UŠ.KID|	|A.A.A|
salₓ	a
|SAL.X|	|A.A|
sam	a
šam	a
sam₂	a
šam₂	a
šam₃	a
šam₄	a
samag	a
samag₂	a
samag₃	a
samag₄	a
samag₅	a
samag₆	a
samagₓ	a
šamagₓ	a
saman	a
šaman⁺	a
saman₂	a
šaman₂	a
saman₃	a
saman₄	a
saman₅	a
samannu	a
samanur	a
šamanur	a
šamanur⁺	a
samanurₓ	a
samanₓ	a
šamanₓ	a
šamaš	a
šamaš₂	a
šamnu	a
samun⁺	a
samₓ	a
san	a
šan	a
san₂	a
šan₂	a
san₃	a
šanaba	a
šanabaku₂	a
šanabi	a
ŠANABI	A
šanabi₂	a
ŠANABI@c	A@a
šanapi	a
sandak₄	a
šandan	a
šandana	a
sandaₓ	a
šandilimma	a
sanga	a
šanga	a
sanga₂	a
SANGA₂	A
|SANGA₂.MAH|	|A.A|
sanga₃	a
sanga₄	a
sanga₅	a
sanga₆	a
sanga₇	a
šanga₇	a
sangaₓ	a
sangu	a
sangu₂	a
sangu₃	a
sangu₄	a
sangu₅	a
sangu₆	a
|SA.NI|	|A.A|
šanna	a
santa	a
santa₂	a
santa₃	a
santa₄	a
santag	a
šantag	a
santag₂	a
santag₃	a
santag₄	a
santak	a
šantak	a
santak₂	a
šantak₂	a
santak₃	a
santak₄	a
santan	a
santana	a
šanₓ	a
saŋ	a
saŋ₄	a
saŋ₅	a
saŋa	a
šaŋa	a
saŋa₂	a
saŋa₃	a
saŋa₄	a
saŋa₅	a
saŋa₆	a
saŋa₇	a
saŋa₈	a
šaŋan	a
šaŋanₓ	a
šaŋar	a
saŋaₓ	a
šaŋaₓ	a
saŋdu	a
saŋdudu	a
saŋduduₓ	a
saŋdul	a
saŋdulₓ	a
saŋduₓ	a
saŋkurun	a
saŋman	a
saŋmaš	a
saŋmin	a
saŋminₓ	a
saŋŋa	a
saŋŋa₂	a
saŋŋa₃	a
saŋŋa₄	a
saŋŋa₅	a
saŋŋa₆	a
saŋŋa₇	a
saŋŋar	a
saŋŋar₂	a
saŋŋaₓ	a
saŋšu	a
saŋtak	a
saŋtak₂	a
saŋtak₃	a
saŋtak₄	a
saŋtaₓ	a
saŋturₓ	a
saŋtušₓ	a
saŋtuₓ	a
saŋus	a
saŋuš	a
saŋₓ	a
sap	a
šap	a
ṣap	a
šap₀	a
sap₂	a
sap₃	a
šap₅	a
šap₆	a
ṣapa	a
šapra	a
šapra₂	a
saq	a
šaq	a
šaqa	a
šaqa₂	a
šaqu	a
šaqu₂	a
šaqum	a
sar	a
SAR	A
śar	a
šar	a
ṣar	a
sar₂	a
šar₂	a
ŠAR₂	A
ṣar₂	a
|ŠAR₂×1(GEŠ₂)|	|A1(A)|
|ŠAR₂×1(U)|	|A1(A)|
|ŠAR₂×2(U)|	|A1(A)|
|ŠAR₂×3(U)|	|A1(A)|
|ŠAR₂×4(U)|	|A1(A)|
|ŠAR₂×5(U)|	|A1(A)|
šar₂@c	a@a
ŠAR₂@c	A@a
ŠAR₂@c@v	A@a@a
|ŠAR₂×GAD|	|A|
|ŠAR₂×GAL|	|A|
|ŠAR₂×(GAL.DIŠ)|	|A(A.A)|
|ŠAR₂×(GAL.MIN)|	|A(A.A)|
|ŠAR₂×HA|	|A|
|ŠAR₂×KASKAL|	|A|
|ŠAR₂×U@g|	|A@a|
sar₃	a
šar₃	a
ṣar₃	a
sar₄	a
šar₄	a
sar₅	a
šar₅	a
sar₆	a
šar₆	a
sar₇	a
šar₇	a
sar₈	a
šar₈	a
šar₉	a
sar@90	a@1
SAR@90	A@1
sara	a
šara	a
ṣara	a
sara₂	a
šara₂	a
šara₃	a
šara₄	a
šara₅	a
šara₆	a
šara₇	a
šara₉	a
šarag	a
šaragₓ	a
šaran	a
šaran₂	a
šarap	a
šaraₓ	a
sare₂	a
sargad	a
šargad	a
šargadu	a
šargal	a
šargal@c	a@a
ŠARGAL@c	A@a
šargaldiš	a
šargalmin	a
šargalₓ	a
šarin	a
sariₓ	a
šarnimin	a
šarninnu	a
šarniš	a
šarŋeš	a
šarra	a
šarru	a
šarru₂	a
šarrum	a
sarsa	a
|SAR&SAR|	|A&A|
|SAR.SAR|	|A.A|
šaršari	a
|SAR×ŠE|	|A|
šaru	a
|SAR×U₂|	|A|
šaru@c	a@a
šaruminₓ	a
šarušu	a
šaru@v	a@a
sarₓ	a
|SAR×ZIZ₂|	|A|
|SAR×ZU&ZU|	|A&A|
šarʾu	a
šarʾu@c	a@a
šarʾu@v	a@a
sas	a
šas	a
šaš	a
šaṣ	a
šašamanur	a
šaški	a
šašku	a
|SA.SU₃|	|A.A|
šasuk	a
sasₓ	a
sat	a
šat	a
šaṭ	a
sata	a
šata	a
šatam	a
šaṭam	a
šattam	a
sa@v	a@a
SA@v	A@a
saₓ	a
šaₓ	a
šaz	a
se	a
śe	a
še	a
ŠE	A
ṣe	a
se₁₀	a
še₁₀	a
se₁₁	a
še₁₁	a
se₁₂	a
še₁₂	a
še₁₃	a
še₁₄	a
se₁₅	a
še₁₅	a
še₁₆	a
še₁₇	a
še₁₈	a
še₁₉	a
se₂	a
śe₂	a
še₂	a
ṣe₂	a
se₂₀	a
še₂₁	a
še₂₂	a
še₂₃	a
se₂₄	a
še₂₄	a
se₂₅	a
še₂₅	a
se₂₆	a
še₂₆	a
še₂₆⁻	a
se₂₇	a
še₂₇	a
se₂₈	a
se₂₉	a
še₂₉	a
se₃	a
še₃	a
se₃₀	a
še₃@90	a@1
še₃@t	a@a
|ŠE₃.TU.BU|	|A.A.A|
še₄	a
še₅	a
še₆	a
še₇	a
se₈	a
še₈	a
se₉	a
še₉	a
|ŠE.AB₂.GUD|	|A.A.A|
|ŠE.AB₂.TAB|	|A.A.A|
šeb	a
šeb₄	a
|ŠE.BU.EŠ₂.NUN|	|A.A.A.A|
|ŠE.BULUG|	|A.A|
|ŠE.BU.NUN|	|A.A.A|
|ŠE.BU.NUN.EŠ₂|	|A.A.A.A|
|ŠE.BU.NUN.IDIM|	|A.A.A.A|
sed	a
šed	a
šed₁₀	a
šed₁₁	a
šed₁₂	a
šed₁₃	a
šed₁₄	a
šed₁₅	a
šed₁₆	a
sed₃	a
šed₃	a
sed₄	a
šed₄	a
sed₅	a
šed₅	a
sed₆	a
šed₆	a
sed₇	a
šed₇	a
sed₈	a
šed₈	a
šed₉	a
sedi	a
sedi₃	a
sedi₄	a
sedi₅	a
sedi₆	a
sedi₇	a
sedi₈	a
|ŠE.DIM|	|A.A|
|ŠE×DIŠ|	|A|
|ŠE.DIŠ&DIŠ.NUN&NUN|	|A.A&A.A&A|
šedu	a
šēdu	a
šedu₂	a
šedu₃	a
šedur	a
sedₓ	a
šedₓ	a
|ŠE.EŠ₂.BU|	|A.A.A|
|ŠE.EŠ₂.NUN.BU|	|A.A.A.A|
|ŠE.EŠ₂.NUN.BU.LUH|	|A.A.A.A.A|
|ŠE.EŠ₂.PI.GAR|	|A.A.A.A|
seg	a
seg₁₀	a
šeg₁₀	a
seg₁₁	a
šeg₁₁	a
šeg₁₂	a
seg₁₄	a
šeg₁₄	a
seg₁₅	a
seg₁₆	a
seg₁₇	a
seg₁₈	a
šeg₁₈	a
seg₂	a
seg₃	a
šeg₃	a
seg₄	a
šeg₄	a
seg₅	a
šeg₅	a
seg₆	a
šeg₆	a
seg₇	a
šeg₇	a
seg₈	a
šeg₈	a
seg₉	a
šeg₉	a
ŠEG₉	A
|ŠEG₉.BAR|	|A.A|
šega₉	a
|ŠE.GAN₂|	|A.A|
šegbarₓ	a
segga	a
šegga	a
šegₓ	a
šeh	a
ṣeh	a
seh₂	a
ṣeh₂	a
|ŠE.HU|	|A.A|
|ŠE.HU.TUR|	|A.A.A|
|ŠE.IGI.TUR|	|A.A.A|
sek	a
šek	a
šek₂	a
|ŠE.KAK|	|A.A|
|ŠE.KAK.A|	|A.A.A|
|ŠE.KAL|	|A.A|
|ŠE+KIN|	|A+A|
|ŠE.KIN|	|A.A|
|ŠE.KIN.KIN|	|A.A.A|
šeknu	a
|ŠE+KU|	|A+A|
sel	a
šel	a
šel₄	a
|ŠE.LUGAL|	|A.A|
sem	a
śem	a
šem	a
sem₃	a
šem₃	a
šem₄	a
sem₅	a
šem₅	a
šem₆	a
šem₇	a
šembi	a
šembi⁻	a
šembi₂	a
šembi₃	a
šembirida	a
šembiₓ	a
šembizi	a
šembizid	a
šembulug₃	a
šembulug₄	a
šembulug₅	a
šembulugₓ	a
šemešal	a
šemmišla	a
šemmug	a
šemšala	a
šemuš	a
šemₓ	a
šen	a
ŠEN	A
šen₂	a
šen₃	a
šen₄	a
šen₅	a
šen₆	a
|ŠE.NAGA|	|A.A|
|ŠE.NAGA×A|	|A.A|
|ŠE.NAGA@ŠE.NAGA|	|A.A@A.A|
|ŠE.NAM₂|	|A.A|
šendilima	a
šeneg	a
|ŠE.NINDA₂@180×ZA|	|A.A@1A|
šennu	a
šennur	a
šennurₓ	a
šennuₓ	a
|ŠE.NUN|	|A.A|
|ŠE.NUN.BU.E|	|A.A.A.A|
|ŠE.NUN.EŠ₂.BU|	|A.A.A.A|
|ŠE.NUN.LAGAB&ŠE.NUN.LAGAB|	|A.A.A&A.A.A|
|ŠE.NUN&NUN|	|A.A&A|
|(ŠE.NUN&NUN.LAGAB)&(ŠE.NUN&NUN.LAGAB)|	|(A.A&A.A)&(A.A&A.A)|
|(ŠE.NUN&NUN)&(ŠE.NUN&NUN)|	|(A.A&A)&(A.A&A)|
|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).GAD&GAD|	|(A.A&A)&(A.A&A).A&A|
|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).GAD&GAD.GAR&GAR|	|(A.A&A)&(A.A&A).A&A.A&A|
|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).GAR|	|(A.A&A)&(A.A&A).A|
|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).LAGAB|	|(A.A&A)&(A.A&A).A|
|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).LAGAB.LAGAB|	|(A.A&A)&(A.A&A).A.A|
|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).U₂|	|(A.A&A)&(A.A&A).A|
|(ŠE.NUN&NUN)×TAK₄|	|(A.A&A)A|
šenₓ	a
šeŋ	a
šeŋ₁₄	a
šeŋ₁₅	a
šeŋ₃	a
šeŋ₆	a
šeŋ₇	a
šeŋ₉	a
šeŋₓ	a
sep	a
šep	a
ṣep	a
|ŠE.PAP.PAP|	|A.A.A|
šeq₂	a
ser	a
šer	a
ṣer	a
šer₁₀	a
šer₁₁	a
ser₂	a
šer₂	a
ser₃	a
šer₃	a
šer₄	a
šer₇	a
šer₉	a
šerah	a
šeraₓ	a
šerba	a
šeri	a
šerid	a
šerim	a
šerim₂	a
šerimsur	a
šerimₓ	a
šerinsur	a
šerkan	a
šerrida	a
šeru	a
ses	a
šes	a
šeš	a
ŠEŠ	A
šeṣ	a
šeš₂	a
ŠEŠ₂	A
ŠEŠ₂@g	A@a
šeš₃	a
šeš₄	a
|ŠEŠ.AB|	|A.A|
|ŠEŠ.AB@g|	|A.A@a|
šesag	a
|ŠE+SAR.HI.ZU&ZU|	|A+A.A.A&A|
|ŠE+SAR.ZU&ZU|	|A+A.A&A|
|ŠE&ŠE|	|A&A|
|ŠE&ŠE.GAD&GAD.GAR&GAR|	|A&A.A&A.A&A|
|ŠE&ŠE.GAR&GAR|	|A&A.A&A|
|(ŠE&ŠE).HUB₂|	|(A&A).A|
|(ŠE%ŠE).KIN|	|(A%A).A|
|(ŠE&ŠE).KIN|	|(A&A).A|
|ŠE&ŠE.KIN|	|A&A.A|
|ŠE.ŠE.KIN|	|A.A.A|
|ŠE&ŠE.NI|	|A&A.A|
|ŠE.ŠE.NUN&NUN|	|A.A.A&A|
|ŠE&ŠE.PA&PA.GAR&GAR|	|A&A.A&A.A&A|
|ŠE.ŠEŠ|	|A.A|
|ŠE&ŠE.TAB&TAB.GAR&GAR|	|A&A.A&A.A&A|
|ŠEŠ.HU.HU|	|A.A.A|
|ŠEŠ.IB|	|A.A|
|ŠE.SIK₂|	|A.A|
|ŠEŠ.KI|	|A.A|
|ŠEŠ.KI.DIM×ŠE|	|A.A.A|
šešlam	a
ŠEŠLAM	A
šešlam₂	a
|ŠEŠ.NA|	|A.A|
šeššed	a
šeššed₂	a
šeššed₃	a
šeššeg	a
|ŠE.SUHUR|	|A.A|
|ŠEŠ.UNUG|	|A.A|
šešₓ	a
šet	a
ŠE@t	A@a
|ŠE.UR₄|	|A.A|
|ŠE@v+NAM₂|	|A@a+A|
seₓ	a
šeₓ	a
si	a
SI	A
śi	a
ši	a
ṣi	a
si₁₁	a
si₁₂	a
si₁₃	a
si₁₄	a
si₁₅	a
si₁₇	a
si₁₉	a
si₂	a
śi₂	a
ši₂	a
ṣi₂	a
si₂₀	a
si₂₁	a
si₂₂	a
si₂₃	a
si₂₉	a
si₃	a
śi₃	a
ši₃	a
ṣi₃	a
si₃₀	a
si₄	a
ši₄	a
si₅	a
ši₅	a
si₆	a
ši₆	a
si₇	a
ši₇	a
si₈	a
ṣi₉	a
|SI.A|	|A.A|
|SI.A.BUR₂|	|A.A.A|
|SI.A.GAR.X|	|A.A.A.A|
sib	a
šib	a
ṣib	a
šib₀	a
sib₂	a
šib₂	a
ṣib₂	a
sib₃	a
šib₃	a
šib₄	a
siba	a
sibad	a
ṣibi	a
sibir	a
šibir	a
sibir₂	a
šibirₓ	a
sibsib	a
sid	a
šid	a
ŠID	A
sid₂	a
šid₃	a
|ŠID×A|	|A|
sidar	a
|ŠID×AŠ@t|	|A@a|
šidaₓ	a
|ŠID.GAR|	|A.A|
šidi	a
šidim	a
|ŠID×IM|	|A|
šidimgalₓ	a
|ŠID.NUN|	|A.A|
sidra	a
|ŠID.RU|	|A.A|
sidug	a
sidug₂	a
siduga₂	a
sidugaₓ	a
sidugga	a
sidugga₂	a
sidugga₃	a
siduggaₓ	a
šidₓ	a
|ŠID×ZA|	|A|
sig	a
SI@g	A@a
SIG	A
šig	a
sig₁₀	a
sig₁₁	a
sig₁₄	a
sig₁₅	a
sig₁₅@v	a@a
sig₁₆	a
sig₁₇	a
sig₁₈	a
sig₁₉	a
sig₂	a
sig₃	a
sig₄	a
SIG₄	A
|SIG₄.ANŠE|	|A.A|
|SIG₄.IDIM|	|A.A|
|SIG₄%SIG₄.ŠU₂|	|A%A.A|
|SIG₄&SIG₄.ŠU₂|	|A&A.A|
|SIG₄.SIG₄.ŠU₂|	|A.A.A|
sig₅	a
šig₅	a
sig₆	a
sig₇	a
sig₈	a
sig₉	a
siga	a
|SI@g.A|	|A@a.A|
siga₁₈	a
šigagu	a
sigaₓ	a
sigga	a
sigga₂	a
|SI.GIŠ.PAD.DUG|	|A.A.A.A|
|SIG.MU.BU|	|A.A.A|
|SI.GUD|	|A.A|
|SI.GUD.AŠ|	|A.A.A|
|SI.GUD×AŠ|	|A.A|
sigₓ	a
šigₓ	a
sih	a
ših	a
sih₂	a
ših₂	a
sih₄	a
sih₅	a
sik	a
šik	a
sik₁₀	a
sik₂	a
SIK₂	A
šik₂	a
|SIK₂.BU|	|A.A|
|SIK₂.E|	|A.A|
|SIK₂.HI×NUN.AŠ.U|	|A.A.A.A|
|SIK₂.HI×(NUN.ME)|	|A.A(A.A)|
|SIK₂.HI×(NUN.ME.U)|	|A.A(A.A.A)|
|SIK₂.LAM|	|A.A|
|SIK₂.LAM.HI×NUN.ME.GAM|	|A.A.A.A.A|
|SIK₂.LAM.HI×NUN.ME.U|	|A.A.A.A.A|
|SIK₂.LAM.SUHUR|	|A.A.A|
|SIK₂.MU.BU|	|A.A.A|
|SIK₂.NUN|	|A.A|
|SIK₂×NUN|	|A|
|SIK₂.NUN.ME.U|	|A.A.A.A|
|SIK₂.PA.IB|	|A.A.A|
|SIK₂.SAG.PA.IB|	|A.A.A.A|
|SIK₂.SUD|	|A.A|
|SIK₂.SUHUR|	|A.A|
šika	a
šikahara	a
šikangu	a
siki	a
siki₂	a
sikil	a
sikin	a
šikin	a
šikin₂	a
šikin₃	a
šikinₓ	a
šikira₃	a
sikiₓ	a
sikkuₓ	a
šikₓ	a
sil	a
šil	a
ṣil	a
sil₁₀	a
sil₂	a
ṣil₂	a
sil₃	a
šil₃	a
ṣil₃	a
sil₄	a
šil₄	a
ṣil₄	a
sil₅	a
sil₆	a
sil₇	a
sil₈	a
sil₉	a
sila	a
sila₁₁	a
sila₃	a
SILA₃	A
|SILA₃.GABA|	|A.A|
|SILA₃.GABA.A|	|A.A.A|
|SILA₃×ŠE|	|A|
|SILA₃.ŠU|	|A.A|
